asin,fnsku,product_name,fulfillment_center,country_code,longest_side,median_side,shortest_side,measurement_units,weight,weight_units,item_volume,volume_units,product_size_tier,average_quantity_on_hand,average_quantity_pending_removal,estimated_total_item_volume,month_of_charge,storage_utilization_ratio,storage_utilization_ratio_units,base_rate,utilization_surcharge_rate,avg_qty_for_sus,est_vol_for_sus,est_base_msf,est_sus,currency,estimated_monthly_storage_fee,category,eligible_for_inventory_discount,qualifies_for_inventory_discount,total_incentive_fee_amount,breakdown_incentive_fee_amount,average_quantity_customer_orders,storage_utilization_ratio_num,storage_utilization_ratio_cat,volume_units_adapt,breakdown_incentive_fee_amount_clean,item_volume_m3,estimated_total_item_volume_m3,est_vol_for_sus_m3,base_rate_per_m3,utilization_surcharge_rate_per_m3,volume_units_standardized
B0BTDTN52N,X001PQRHT3,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Rosa,'OVD1',ES,20.0,8.5,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,29.68,0.0,0.0423,2025-05-01,9.1,weeks,27.54,0.0,29.61,0.0423,1.1646,0.0,EUR,1.1646,Others,False,False,0.0,--,0.06,9.1,Menos de 6 meses,0.0014,0.0,0.0014,0.0423,0.0423,27.54,0.0,cubic meters
B0D87X42RN,X00231GYQL,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado,'OVD1',ES,19.8,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,25.81,0.0,0.0358,2025-05-01,9.1,weeks,27.54,0.0,16.13,0.0225,0.9855,0.0,EUR,0.9855,Others,False,False,0.0,--,0.19,9.1,Menos de 6 meses,0.0014,0.0,0.0014,0.0358,0.0225,27.54,0.0,cubic meters
B0786KK4TG,X002326XGB,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul,'OVD1',ES,19.7,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,36.45,0.0,0.0494,2025-05-01,9.1,weeks,27.54,0.0,12.9,0.0179,1.3596,0.0,EUR,1.3596,Others,False,False,0.0,--,0.94,9.1,Menos de 6 meses,0.0014,0.0,0.0014,0.0494,0.0179,27.54,0.0,cubic meters
B0F1F4FM85,X0029D0DRJ,TUBOPLUS 29PSI X3e - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Requiere Bomba de Aire (No Incluida),'OVD1',ES,25.5,8.9,8.9,centimeters,0.38,kilograms,0.002,cubic meters,Standard-Size,33.13,0.0,0.0669,2025-05-01,9.1,weeks,27.54,0.0,22.35,0.0452,1.8429,0.0,EUR,1.8429,Others,False,False,0.0,--,0.0,9.1,Menos de 6 meses,0.002,0.0,0.002,0.0669,0.0452,27.54,0.0,cubic meters
B0F1F2PQPK,X0029D24LR,TUBOPLUS 29PSI X3e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Incluye Inflador con Manómetro,'OVD1',ES,23.7,8.8,8.8,centimeters,0.37,kilograms,0.0018,cubic meters,Standard-Size,22.9,0.0,0.0419,2025-05-01,9.1,weeks,27.54,0.0,12.58,0.0231,1.1544,0.0,EUR,1.1544,Others,False,False,0.0,--,0.06,9.1,Menos de 6 meses,0.0018,0.0,0.0018,0.0419,0.0231,27.54,0.0,cubic meters
B0F1F1D2PR,X0029D5M9D,TUBOPLUS 29PSI X4e - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Requiere Bomba de Aire (No Incluida),'OVD1',ES,30.8,8.9,8.7,centimeters,0.3,kilograms,0.0024,cubic meters,Standard-Size,40.0,0.0,0.0954,2025-05-01,9.1,weeks,27.54,0.0,20.65,0.0492,2.6271,0.0,EUR,2.6271,Others,False,False,0.0,--,0.0,9.1,Menos de 6 meses,0.0024,0.0,0.0024,0.0954,0.0492,27.54,0.0,cubic meters
B0F1F2KX6J,X0029D6HAL,TUBOPLUS 29PSI X4e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Incluye Inflador con Manómetro,'OVD1',ES,31.0,9.2,8.8,centimeters,0.44,kilograms,0.0025,cubic meters,Standard-Size,15.52,0.0,0.0389,2025-05-01,9.1,weeks,27.54,0.0,8.29,0.0208,1.0725,0.0,EUR,1.0725,Others,False,False,0.0,--,0.0,9.1,Menos de 6 meses,0.0025,0.0,0.0025,0.0389,0.0208,27.54,0.0,cubic meters
B0183RZ2VI,X000GERVU5,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Naranja,'RMU1',ES,20.0,9.0,9.0,centimeters,0.32,kilograms,0.0016,cubic meters,Standard-Size,36.06,0.0,0.0583,2025-05-01,9.1,weeks,27.54,0.0,12.71,0.0206,1.6061,0.0,EUR,1.6061,Others,False,False,0.0,--,0.06,9.1,Menos de 6 meses,0.0016,0.0,0.0016,0.0583,0.0206,27.54,0.0,cubic meters
B07ZTHSVCK,X0013ZBBK7,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,'RMU1',ES,30.8,8.6,8.2,centimeters,0.6,kilograms,0.0022,cubic meters,Standard-Size,87.87,0.0,0.1902,2025-05-01,9.1,weeks,27.54,0.0,24.84,0.054,5.2353,0.0,EUR,5.2353,Others,False,False,0.0,--,0.32,9.1,Menos de 6 meses,0.0022,0.0,0.0022,0.1902,0.054,27.54,0.0,cubic meters
B0BTDTVCG2,X001PQP7JP,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Blanco,'RMU1',ES,20.2,8.3,8.1,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,64.32,0.0,0.0869,2025-05-01,9.1,weeks,27.54,0.0,40.35,0.0548,2.3936,0.0,EUR,2.3936,Others,False,False,0.0,--,0.32,9.1,Menos de 6 meses,0.0014,0.0,0.0014,0.0869,0.0548,27.54,0.0,cubic meters
B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,'RMU1',ES,31.4,8.8,8.7,centimeters,0.43,kilograms,0.0024,cubic meters,Standard-Size,22.32,0.0,0.0473,2025-05-01,9.1,weeks,27.54,0.0,1.16,0.0028,1.3028,0.0,EUR,1.3028,Others,False,False,0.0,--,2.65,9.1,Menos de 6 meses,0.0024,0.0,0.0024,0.0473,0.0028,27.54,0.0,cubic meters
B0BTDTN52N,X001PQRHT3,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Rosa,'RMU1',ES,20.0,8.5,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,8.9,0.0,0.0125,2025-05-01,9.1,weeks,27.54,0.0,8.74,0.0125,0.3438,0.0,EUR,0.3438,Others,False,False,0.0,--,0.16,9.1,Menos de 6 meses,0.0014,0.0,0.0014,0.0125,0.0125,27.54,0.0,cubic meters
B0D87X42RN,X00231GYQL,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado,'RMU1',ES,19.8,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,10.1,0.0,0.0141,2025-05-01,9.1,weeks,27.54,0.0,4.97,0.0069,0.3872,0.0,EUR,0.3872,Others,False,False,0.0,--,0.03,9.1,Menos de 6 meses,0.0014,0.0,0.0014,0.0141,0.0069,27.54,0.0,cubic meters
B0786KK4TG,X002326XGB,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul,'RMU1',ES,19.7,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,14.87,0.0,0.0197,2025-05-01,9.1,weeks,27.54,0.0,0.58,0.0008,0.5421,0.0,EUR,0.5421,Others,False,False,0.0,--,0.71,9.1,Menos de 6 meses,0.0014,0.0,0.0014,0.0197,0.0008,27.54,0.0,cubic meters
B0F1F4FM85,X0029D0DRJ,TUBOPLUS 29PSI X3e - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Requiere Bomba de Aire (No Incluida),'RMU1',ES,25.5,8.9,8.9,centimeters,0.38,kilograms,0.002,cubic meters,Standard-Size,42.0,0.0,0.0848,2025-05-01,9.1,weeks,27.54,0.0,24.84,0.0502,2.3363,0.0,EUR,2.3363,Others,False,False,0.0,--,0.0,9.1,Menos de 6 meses,0.002,0.0,0.002,0.0848,0.0502,27.54,0.0,cubic meters
B0F1F2PQPK,X0029D24LR,TUBOPLUS 29PSI X3e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Incluye Inflador con Manómetro,'RMU1',ES,23.7,8.8,8.8,centimeters,0.37,kilograms,0.0018,cubic meters,Standard-Size,18.29,0.0,0.0333,2025-05-01,9.1,weeks,27.54,0.0,9.23,0.0169,0.9163,0.0,EUR,0.9163,Others,False,False,0.0,--,0.16,9.1,Menos de 6 meses,0.0018,0.0,0.0018,0.0333,0.0169,27.54,0.0,cubic meters
B0F1F1D2PR,X0029D5M9D,TUBOPLUS 29PSI X4e - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Requiere Bomba de Aire (No Incluida),'RMU1',ES,30.8,8.9,8.7,centimeters,0.3,kilograms,0.0024,cubic meters,Standard-Size,15.0,0.0,0.0357,2025-05-01,9.1,weeks,27.54,0.0,7.71,0.0184,0.9831,0.0,EUR,0.9831,Others,False,False,0.0,--,0.03,9.1,Menos de 6 meses,0.0024,0.0,0.0024,0.0357,0.0184,27.54,0.0,cubic meters
B0F1F2KX6J,X0029D6HAL,TUBOPLUS 29PSI X4e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Incluye Inflador con Manómetro,'RMU1',ES,31.0,9.2,8.8,centimeters,0.44,kilograms,0.0025,cubic meters,Standard-Size,19.0,0.0,0.0477,2025-05-01,9.1,weeks,27.54,0.0,10.42,0.0262,1.3133,0.0,EUR,1.3133,Others,False,False,0.0,--,0.0,9.1,Menos de 6 meses,0.0025,0.0,0.0025,0.0477,0.0262,27.54,0.0,cubic meters
B0183RZ2VI,X000GERVU5,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Naranja,'SVQ1',ES,20.0,9.0,9.0,centimeters,0.32,kilograms,0.0016,cubic meters,Standard-Size,32.23,0.0,0.0521,2025-05-01,9.1,weeks,27.54,0.0,10.35,0.0168,1.4349,0.0,EUR,1.4349,Others,False,False,0.0,--,0.06,9.1,Menos de 6 meses,0.0016,0.0,0.0016,0.0521,0.0168,27.54,0.0,cubic meters
B07ZTHSVCK,X0013ZBBK7,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,'SVQ1',ES,30.8,8.6,8.2,centimeters,0.6,kilograms,0.0022,cubic meters,Standard-Size,89.0,0.0,0.1931,2025-05-01,9.1,weeks,27.54,0.0,27.13,0.0589,5.3208,0.0,EUR,5.3208,Others,False,False,0.0,--,0.1,9.1,Menos de 6 meses,0.0022,0.0,0.0022,0.1931,0.0589,27.54,0.0,cubic meters
B0BTDTVCG2,X001PQP7JP,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Blanco,'SVQ1',ES,20.2,8.3,8.1,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,58.94,0.0,0.0799,2025-05-01,9.1,weeks,27.54,0.0,28.61,0.0389,2.2006,0.0,EUR,2.2006,Others,False,False,0.0,--,0.1,9.1,Menos de 6 meses,0.0014,0.0,0.0014,0.0799,0.0389,27.54,0.0,cubic meters
B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,'SVQ1',ES,31.4,8.8,8.7,centimeters,0.43,kilograms,0.0024,cubic meters,Standard-Size,68.87,0.0,0.1625,2025-05-01,9.1,weeks,27.54,0.0,10.81,0.026,4.4742,0.0,EUR,4.4742,Others,False,False,0.0,--,1.29,9.1,Menos de 6 meses,0.0024,0.0,0.0024,0.1625,0.026,27.54,0.0,cubic meters
B0CZMGFD3S,X001ZWRDZP,TUBOPLUS 29PSI X3e (Incluye Bomba de Aire),'SVQ1',ES,24.5,9.0,8.9,centimeters,0.39,kilograms,0.002,cubic meters,Standard-Size,2.0,0.0,0.0039,2025-05-01,9.1,weeks,27.54,0.0,0.13,0.0003,0.1081,0.0,EUR,0.1081,Others,False,False,0.0,--,0.0,9.1,Menos de 6 meses,0.002,0.0,0.002,0.0039,0.0003,27.54,0.0,cubic meters
B0D1Z9TGWZ,X00209ZLGP,TUBOPLUS 29PSI X4e (No Incluye Bomba de Aire),'SVQ1',ES,30.8,9.0,8.9,centimeters,0.3,kilograms,0.0025,cubic meters,Standard-Size,1.0,0.0,0.0025,2025-05-01,9.1,weeks,27.54,0.0,0.03,0.0001,0.0679,0.0,EUR,0.0679,Others,False,False,0.0,--,0.0,9.1,Menos de 6 meses,0.0025,0.0,0.0025,0.0025,0.0001,27.54,0.0,cubic meters
B0D22R7L7D,X0020AR9P5,TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire),'SVQ1',ES,25.2,8.8,8.7,centimeters,0.25,kilograms,0.0019,cubic meters,Standard-Size,1.55,0.06,0.0029,2025-05-01,9.1,weeks,27.54,0.0,1.29,0.0025,0.0788,0.0,EUR,0.0788,Others,False,False,0.0,--,0.0,9.1,Menos de 6 meses,0.0019,0.0,0.0019,0.0029,0.0025,27.54,0.0,cubic meters
B0D265ZYB6,X0020C2PYD,"TUBOPLUS 29PSI X4e (Incluye Bomba de Aire, 2)",'SVQ1',ES,31.0,8.7,8.5,centimeters,0.46,kilograms,0.0023,cubic meters,Standard-Size,2.0,0.0,0.0046,2025-05-01,9.1,weeks,27.54,0.0,0.03,0.0001,0.1263,0.0,EUR,0.1263,Others,False,False,0.0,--,0.0,9.1,Menos de 6 meses,0.0023,0.0,0.0023,0.0046,0.0001,27.54,0.0,cubic meters
B0D87X42RN,X00231GYQL,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado,'SVQ1',ES,19.8,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,1.0,0.0,0.0014,2025-05-01,9.1,weeks,27.54,0.0,0.55,0.0008,0.0385,0.0,EUR,0.0385,Others,False,False,0.0,--,0.0,9.1,Menos de 6 meses,0.0014,0.0,0.0014,0.0014,0.0008,27.54,0.0,cubic meters
B0786KK4TG,X002326XGB,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul,'SVQ1',ES,19.7,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,41.26,0.0,0.0567,2025-05-01,9.1,weeks,27.54,0.0,7.9,0.011,1.5609,0.0,EUR,1.5609,Others,False,False,0.0,--,0.48,9.1,Menos de 6 meses,0.0014,0.0,0.0014,0.0567,0.011,27.54,0.0,cubic meters
B0F1F4FM85,X0029D0DRJ,TUBOPLUS 29PSI X3e - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Requiere Bomba de Aire (No Incluida),'SVQ1',ES,25.5,8.9,8.9,centimeters,0.38,kilograms,0.002,cubic meters,Standard-Size,18.0,0.0,0.0364,2025-05-01,9.1,weeks,27.54,0.0,9.87,0.0199,1.0013,0.0,EUR,1.0013,Others,False,False,0.0,--,0.0,9.1,Menos de 6 meses,0.002,0.0,0.002,0.0364,0.0199,27.54,0.0,cubic meters
B0F1F2PQPK,X0029D24LR,TUBOPLUS 29PSI X3e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Incluye Inflador con Manómetro,'SVQ1',ES,23.7,8.8,8.8,centimeters,0.37,kilograms,0.0018,cubic meters,Standard-Size,3.9,0.0,0.0071,2025-05-01,9.1,weeks,27.54,0.0,1.65,0.003,0.1957,0.0,EUR,0.1957,Others,False,False,0.0,--,0.03,9.1,Menos de 6 meses,0.0018,0.0,0.0018,0.0071,0.003,27.54,0.0,cubic meters
B0F1F1D2PR,X0029D5M9D,TUBOPLUS 29PSI X4e - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Requiere Bomba de Aire (No Incluida),'SVQ1',ES,30.8,8.9,8.7,centimeters,0.3,kilograms,0.0024,cubic meters,Standard-Size,3.0,0.0,0.0072,2025-05-01,9.1,weeks,27.54,0.0,1.23,0.0029,0.197,0.0,EUR,0.197,Others,False,False,0.0,--,0.0,9.1,Menos de 6 meses,0.0024,0.0,0.0024,0.0072,0.0029,27.54,0.0,cubic meters
B0F1F2KX6J,X0029D6HAL,TUBOPLUS 29PSI X4e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Incluye Inflador con Manómetro,'SVQ1',ES,31.0,9.2,8.8,centimeters,0.44,kilograms,0.0025,cubic meters,Standard-Size,17.0,0.0,0.0427,2025-05-01,9.1,weeks,27.54,0.0,9.32,0.0234,1.175,0.0,EUR,1.175,Others,False,False,0.0,--,0.0,9.1,Menos de 6 meses,0.0025,0.0,0.0025,0.0427,0.0234,27.54,0.0,cubic meters
B0786KK4TG,X002326XGB,TUBOPLUS - TuboX3- Ball Pressurizer for Tennis and Padel - Blue Color,'CWL1',GB,19.7,8.4,8.4,centimeters,0.3,kilograms,0.0491,cubic feet,Standard-Size,1.0,0.0,0.0491,2025-06-01,>52,weeks,0.76,0.0,1.0,0.0491,0.04,0.0,GBP,0.04,Others,False,False,0.0,--,0.0,52.0,Superior a un año,0.0013903548799999998,0.0,0.0013903548799999998,0.0013903548799999998,0.0013903548799999998,26.839190869024748,0.0,cubic meters
B0786KK4TG,X002326XGB,"TUBOPLUS ABS C1-O2UC-HPCJ TuboPlus-Tubox3-Tennis und Paddle Ball Druckregler-Blau, 3 Pelotas",'DEU1',DE,19.7,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,0.37,0.0,0.0005,2025-06-01,14.1,weeks,27.54,0.0,0.37,0.0005,0.01,0.0,EUR,0.01,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0014,0.0,0.0014,0.0005,0.0005,27.54,0.0,cubic meters
B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör,'DUS2',DE,31.4,8.8,8.7,centimeters,0.43,kilograms,0.0024,cubic meters,Standard-Size,1.63,0.53,0.0026,2025-06-01,14.1,weeks,27.54,0.0,1.1,0.0026,0.07,0.0,EUR,0.07,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0024,0.0,0.0024,0.0026,0.0026,27.54,0.0,cubic meters
B0183RZ2VI,X000GERVU5,TUBOPLUS Behälter Steht unter Druck (BLAU) Tennis/Padel,'DUS4',DE,20.0,9.0,9.0,centimeters,0.32,kilograms,0.0016,cubic meters,Standard-Size,1.0,0.0,0.0016,2025-06-01,14.1,weeks,27.54,0.0,1.0,0.0016,0.0444,0.0,EUR,0.0444,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0016,0.0,0.0016,0.0016,0.0016,27.54,0.0,cubic meters
B07ZTHSVCK,X0013ZBBK7,"TUBOPLUS POLICARBONATO UG-965T-RORR Tubox4 Crystal + Pumpe mit Manometer Beto-Tennis-und Paddelbälle, Transparent, 4 Pelotas",'DUS4',DE,30.8,8.6,8.2,centimeters,0.6,kilograms,0.0022,cubic meters,Standard-Size,0.33,0.0,0.0007,2025-06-01,14.1,weeks,27.54,0.0,0.33,0.0007,0.0198,0.0,EUR,0.0198,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0022,0.0,0.0022,0.0007,0.0007,27.54,0.0,cubic meters
B0BTDTVCG2,X001PQP7JP,TUBOPLUS TuboX3 Tennis- und Padelballdrucker | Weiß,'DUS4',DE,20.2,8.3,8.1,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,1.0,0.0,0.0014,2025-06-01,14.1,weeks,27.54,0.0,1.0,0.0014,0.0372,0.0,EUR,0.0372,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0014,0.0,0.0014,0.0014,0.0014,27.54,0.0,cubic meters
B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör,'DUS4',DE,31.4,8.8,8.7,centimeters,0.43,kilograms,0.0024,cubic meters,Standard-Size,3.6,0.0,0.0087,2025-06-01,14.1,weeks,27.54,0.0,1.6,0.0038,0.2371,0.0,EUR,0.2371,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0024,0.0,0.0024,0.0087,0.0038,27.54,0.0,cubic meters
B07ZTHSVCK,X001T0EPOZ,"TUBOPLUS POLICARBONATO UG-965T-RORR Tubox4 Crystal + Pumpe mit Manometer Beto-Tennis-und Paddelbälle, Transparent, 4 Pelotas",'DUS4',DE,30.9,8.4,8.4,centimeters,0.81,kilograms,0.0022,cubic meters,Standard-Size,1.0,0.0,0.0022,2025-06-01,14.1,weeks,27.54,0.0,1.0,0.0022,0.0597,0.0,EUR,0.0597,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0022,0.0,0.0022,0.0022,0.0022,27.54,0.0,cubic meters
B0D1Z9TGWZ,X00209ZLGP,TUBOPLUS 29PSI X4e (keine Luftpumpe im Lieferumfang enthalten),'DUS4',DE,30.8,9.0,8.9,centimeters,0.3,kilograms,0.0025,cubic meters,Standard-Size,1.0,0.0,0.0025,2025-06-01,14.1,weeks,27.54,0.0,1.0,0.0025,0.0676,0.0,EUR,0.0676,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0025,0.0,0.0025,0.0025,0.0025,27.54,0.0,cubic meters
B0786KK4TG,X002326XGB,"TUBOPLUS ABS C1-O2UC-HPCJ TuboPlus-Tubox3-Tennis und Paddle Ball Druckregler-Blau, 3 Pelotas",'DUS4',DE,19.7,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,3.0,0.0,0.0042,2025-06-01,14.1,weeks,27.54,0.0,1.4,0.0019,0.1142,0.0,EUR,0.1142,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0014,0.0,0.0014,0.0042,0.0019,27.54,0.0,cubic meters
B07ZTHSVCK,X0013ZBBK7,"TUBOPLUS POLICARBONATO UG-965T-RORR Tubox4 Crystal + Pumpe mit Manometer Beto-Tennis-und Paddelbälle, Transparent, 4 Pelotas",'FRA7',DE,30.8,8.6,8.2,centimeters,0.6,kilograms,0.0022,cubic meters,Standard-Size,3.2,0.0,0.007,2025-06-01,14.1,weeks,27.54,0.0,3.2,0.007,0.1905,0.0,EUR,0.1905,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0022,0.0,0.0022,0.007,0.007,27.54,0.0,cubic meters
B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör,'FRA7',DE,31.4,8.8,8.7,centimeters,0.43,kilograms,0.0024,cubic meters,Standard-Size,2.63,0.0,0.0063,2025-06-01,14.1,weeks,27.54,0.0,1.13,0.0027,0.1735,0.0,EUR,0.1735,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0024,0.0,0.0024,0.0063,0.0027,27.54,0.0,cubic meters
B07ZTHSVCK,X001T0EPOZ,"TUBOPLUS POLICARBONATO UG-965T-RORR Tubox4 Crystal + Pumpe mit Manometer Beto-Tennis-und Paddelbälle, Transparent, 4 Pelotas",'FRA7',DE,30.9,8.4,8.4,centimeters,0.81,kilograms,0.0022,cubic meters,Standard-Size,1.0,0.0,0.0022,2025-06-01,14.1,weeks,27.54,0.0,1.0,0.0022,0.0598,0.0,EUR,0.0598,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0022,0.0,0.0022,0.0022,0.0022,27.54,0.0,cubic meters
B0786KK4TG,X002326XGB,"TUBOPLUS ABS C1-O2UC-HPCJ TuboPlus-Tubox3-Tennis und Paddle Ball Druckregler-Blau, 3 Pelotas",'FRA7',DE,19.7,8.4,8.4,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,2.0,0.0,0.0028,2025-06-01,14.1,weeks,27.54,0.0,0.93,0.0013,0.0762,0.0,EUR,0.0762,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0014,0.0,0.0014,0.0028,0.0013,27.54,0.0,cubic meters
B0183RZ2VI,X000GERVU5,TUBOPLUS Behälter Steht unter Druck (BLAU) Tennis/Padel,'HAM2',DE,20.0,9.0,9.0,centimeters,0.32,kilograms,0.0016,cubic meters,Standard-Size,3.0,0.0,0.0049,2025-06-01,14.1,weeks,27.54,0.0,3.0,0.0049,0.1335,0.0,EUR,0.1335,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0016,0.0,0.0016,0.0049,0.0049,27.54,0.0,cubic meters
B07ZTHSVCK,X0013ZBBK7,"TUBOPLUS POLICARBONATO UG-965T-RORR Tubox4 Crystal + Pumpe mit Manometer Beto-Tennis-und Paddelbälle, Transparent, 4 Pelotas",'HAM2',DE,30.8,8.6,8.2,centimeters,0.6,kilograms,0.0022,cubic meters,Standard-Size,1.0,0.0,0.0022,2025-06-01,14.1,weeks,27.54,0.0,1.0,0.0022,0.0596,0.0,EUR,0.0596,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0022,0.0,0.0022,0.0022,0.0022,27.54,0.0,cubic meters
B0BTDTVCG2,X001PQP7JP,TUBOPLUS TuboX3 Tennis- und Padelballdrucker | Weiß,'HAM2',DE,20.2,8.3,8.1,centimeters,0.3,kilograms,0.0014,cubic meters,Standard-Size,1.0,0.0,0.0014,2025-06-01,14.1,weeks,27.54,0.0,1.0,0.0014,0.0373,0.0,EUR,0.0373,Others,False,False,0.0,--,0.0,14.1,Menos de 6 meses,0.0014,0.0,0.0014,0.0014,0.0014,27.54,0.0,cubic meters
